574 201 333 183 624 375 267 364 675 526 242 521 541 562 360 558 519 835 368 833 529 1066 361 1074 
570 201 328 184 619 376 266 364 675 538 240 526 537 557 357 558 517 834 366 832 531 1066 359 1074 
565 198 326 183 610 377 266 364 634 557 240 530 533 556 355 558 508 834 364 831 516 1065 358 1069 
551 198 319 183 593 377 262 364 617 555 237 532 518 557 345 558 492 834 351 831 499 1065 352 1069 
532 190 307 182 582 356 258 350 589 506 237 501 505 557 337 556 489 827 311 765 497 1057 350 1063 
518 186 297 182 551 313 244 328 574 292 236 282 491 550 328 547 475 800 316 781 471 1035 334 1045 
516 179 300 174 549 270 244 263 559 210 239 174 487 533 320 532 460 782 317 775 455 1027 322 1036 
509 174 301 173 548 272 245 268 571 229 241 195 485 530 317 526 465 781 310 779 457 1021 304 1023 
507 175 302 173 551 266 249 251 578 223 242 214 488 534 317 528 464 790 299 767 460 1021 307 1025 
509 177 302 175 551 269 246 245 578 244 242 193 489 538 316 530 465 798 301 796 461 1033 311 1047 
506 178 303 175 546 266 245 242 574 221 241 159 488 528 316 522 474 774 305 730 465 1003 312 1012 
508 179 303 175 548 264 244 237 574 224 240 169 489 528 317 522 476 778 310 743 467 1005 313 1011 
509 179 304 177 549 264 243 236 576 231 239 153 490 530 317 525 480 779 322 743 468 1005 317 1014 
509 179 306 177 551 264 241 233 577 225 239 151 490 529 319 526 484 781 333 756 472 1009 324 1017 
509 179 306 175 551 263 237 232 578 226 236 161 490 522 320 518 490 769 333 762 479 1003 323 1009 
509 179 305 184 568 260 219 236 613 238 201 180 491 533 316 529 489 792 322 754 479 1027 341 1036 
515 186 286 189 629 305 153 245 781 297 24 182 491 545 317 543 492 816 321 806 486 1050 335 1054 
515 189 270 191 644 323 119 246 796 329 -47 214 491 550 317 546 481 824 316 818 470 1051 325 1055 
515 193 266 193 643 322 112 247 792 337 -52 253 491 549 316 546 470 820 304 812 464 1042 306 1054 
515 196 264 194 645 322 120 247 798 343 -37 247 491 549 315 545 468 817 302 808 463 1041 301 1052 
515 198 263 195 654 321 113 246 820 338 -59 245 490 549 314 545 467 819 303 817 464 1041 299 1056 
515 201 262 197 661 319 107 245 830 333 -75 244 490 551 314 545 468 818 289 809 463 1040 292 1052 
514 203 261 198 661 317 101 242 823 331 -74 242 490 548 314 538 474 799 277 774 467 1030 282 1030 
514 204 261 198 663 316 100 240 831 331 -78 234 488 548 313 534 470 798 279 713 456 1031 275 1019 
513 204 259 198 661 316 104 241 828 332 -71 236 483 549 304 537 464 798 276 729 454 1028 278 1022 
511 203 256 195 656 323 106 264 812 357 -59 263 466 560 297 552 462 814 275 741 454 1035 281 1051 
511 223 251 201 652 364 94 324 807 406 -88 362 450 602 288 596 454 849 277 855 439 1072 280 1100 
511 238 245 215 651 400 92 362 806 446 -92 414 447 628 283 619 448 889 280 891 432 1121 280 1145 
513 267 239 246 650 466 89 430 805 550 -95 511 444 662 276 657 439 941 280 948 430 1187 279 1204 
516 368 229 345 645 574 80 551 790 643 -103 657 441 742 259 783 441 1084 269 1097 434 1345 271 1354 
516 461 227 442 632 647 86 630 779 741 -94 756 438 878 254 878 435 1206 262 1217 428 1504 262 1518 
501 486 219 468 617 664 87 646 773 766 -86 737 435 906 244 902 424 1246 246 1249 419 1564 243 1567 
486 492 212 478 603 680 90 664 748 794 -84 752 437 909 250 918 431 1256 252 1272 437 1589 250 1598 
473 494 209 488 564 689 110 677 632 864 2 787 439 912 253 917 434 1255 255 1256 437 1575 252 1581 
468 507 213 508 546 698 148 689 582 876 87 832 439 910 255 916 434 1250 258 1251 438 1568 255 1575 
467 512 214 510 538 698 163 683 573 875 99 784 436 898 256 899 422 1236 250 1231 424 1553 250 1555 
466 510 216 510 534 698 167 682 586 868 91 758 437 899 257 902 425 1234 252 1231 425 1546 251 1548 
468 510 217 512 534 697 169 684 577 868 96 761 438 903 258 905 426 1234 252 1233 425 1546 254 1546 
469 507 217 509 538 695 169 680 586 874 101 765 439 897 259 899 426 1228 252 1224 426 1537 254 1538 
470 504 215 506 542 691 165 688 605 872 107 859 439 899 259 906 431 1231 261 1235 437 1541 275 1544 
