502 227 275 219 552 415 231 402 574 595 185 561 468 593 300 596 445 875 317 873 450 1120 312 1124 
502 229 273 219 552 417 229 402 573 596 183 571 471 588 300 586 446 868 308 862 459 1109 316 1122 
504 229 273 219 552 417 228 401 573 596 183 570 475 591 300 587 447 869 309 864 461 1109 317 1122 
508 227 276 219 556 415 227 400 574 596 184 570 478 589 300 585 447 868 309 862 462 1104 318 1116 
510 225 277 219 558 413 230 400 576 596 184 572 480 585 301 583 448 863 309 858 464 1100 320 1111 
512 221 278 218 561 409 229 398 578 590 184 571 483 584 304 582 455 861 315 855 476 1091 332 1103 
512 221 278 218 562 407 229 397 578 590 183 571 482 584 304 583 455 861 314 856 473 1093 331 1104 
512 221 278 218 561 407 227 397 577 591 181 571 482 584 304 583 456 860 314 857 476 1092 332 1105 
512 221 278 217 560 407 227 396 577 590 182 569 482 574 304 571 456 848 314 843 475 1077 331 1091 
512 221 278 216 560 407 227 396 577 591 181 569 482 573 303 572 454 849 313 845 472 1081 327 1094 
513 221 279 214 561 407 227 394 577 592 187 568 482 574 306 572 454 847 315 846 471 1076 327 1090 
514 221 280 211 561 400 216 381 579 564 190 541 483 575 306 570 457 846 318 845 470 1074 327 1090 
514 216 281 206 561 384 210 370 579 530 191 514 483 569 308 563 457 837 318 835 470 1063 327 1078 
515 215 282 205 561 383 211 368 574 540 191 513 485 565 312 556 498 746 314 805 484 1030 317 1046 
515 215 282 204 562 384 212 370 575 541 197 518 486 566 312 558 491 750 314 815 482 1043 310 1058 
515 213 282 204 562 380 212 370 577 536 199 519 486 566 312 560 480 765 313 819 476 1047 311 1061 
515 213 281 204 562 380 213 370 579 535 198 522 486 567 312 561 470 782 313 821 468 1048 311 1062 
514 213 279 205 560 379 213 371 579 534 198 523 486 568 311 561 463 785 315 822 460 1051 313 1064 
513 213 279 206 554 379 213 371 579 529 199 524 485 566 310 560 457 798 315 822 455 1048 313 1063 
511 213 278 205 551 379 213 371 579 526 197 525 483 566 306 560 449 802 314 822 449 1049 313 1064 
510 212 275 205 550 378 213 370 579 528 194 524 481 566 304 559 443 807 311 821 447 1049 309 1064 
509 212 273 205 550 379 211 370 578 530 188 524 479 566 298 559 438 808 307 821 441 1050 307 1064 
507 212 269 205 548 377 209 370 576 530 185 524 474 566 295 559 435 811 302 816 438 1045 301 1056 
503 214 263 207 543 378 206 373 571 531 178 528 469 567 290 559 431 814 298 817 435 1045 298 1057 
497 216 257 207 537 381 201 374 567 531 176 528 467 567 288 560 432 818 299 821 436 1046 299 1060 
496 215 257 206 538 379 202 374 568 529 178 528 468 567 291 560 437 819 309 821 443 1046 312 1060 
495 215 257 205 536 379 198 371 565 528 174 528 468 567 291 561 442 819 313 823 450 1046 318 1063 
497 204 261 196 544 376 202 368 591 526 187 526 487 542 322 549 502 801 354 811 508 1025 349 1048 
538 203 298 193 599 373 252 367 642 526 234 524 524 545 355 549 514 808 377 822 521 1034 366 1059 
574 200 329 185 628 373 275 363 661 530 247 521 539 549 365 550 512 818 373 824 518 1046 357 1064 
584 201 342 182 628 375 278 364 658 535 253 521 545 557 367 551 516 823 373 826 531 1056 362 1068 
584 201 340 182 631 376 276 364 656 540 250 521 546 558 365 551 513 823 366 825 521 1055 357 1066 
580 201 337 183 629 375 271 364 653 540 248 521 547 562 365 556 524 827 370 828 534 1055 362 1066 
